
[*] sel
Retângulo de seleção: x = 5.000000, y = 5.000000, h = 171.533333, w = 581.633333, stroke = red
Criado retângulo: id = 7318, x = 2015.700000, y = 575.700000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7319, x = 1975.500000, y = 582.600000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7320, x = 2022.400000, y = 582.600000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7321, x = 1975.500000, y = 589.500000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7322, x = 2022.400000, y = 589.500000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7323, x = 1975.500000, y = 596.400000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7324, x = 2022.400000, y = 596.400000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7325, x = 1975.500000, y = 603.300000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7326, x = 2022.400000, y = 603.300000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7327, x = 1975.500000, y = 610.200000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7328, x = 2022.400000, y = 610.200000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7329, x = 1975.500000, y = 617.100000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7330, x = 2022.400000, y = 617.100000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7331, x = 1982.200000, y = 624.000000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7332, x = 1988.900000, y = 624.000000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7333, x = 1995.600000, y = 624.000000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7334, x = 2002.300000, y = 624.000000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7335, x = 2009.000000, y = 624.000000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7336, x = 2015.700000, y = 624.000000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7337, x = 2088.300000, y = 575.700000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7338, x = 2095.000000, y = 575.700000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7339, x = 2101.700000, y = 575.700000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7340, x = 2108.400000, y = 575.700000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7341, x = 2115.100000, y = 575.700000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7342, x = 2121.800000, y = 575.700000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7343, x = 2128.500000, y = 575.700000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7344, x = 2135.200000, y = 575.700000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7345, x = 2088.300000, y = 582.600000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7346, x = 2088.300000, y = 589.500000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7347, x = 2088.300000, y = 596.400000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7348, x = 2088.300000, y = 603.300000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7349, x = 2088.300000, y = 610.200000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7350, x = 2088.300000, y = 617.100000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7351, x = 2088.300000, y = 624.000000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7352, x = 2095.000000, y = 624.000000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7353, x = 2101.700000, y = 624.000000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7354, x = 2108.400000, y = 624.000000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7355, x = 2115.100000, y = 624.000000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7356, x = 2121.800000, y = 624.000000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7357, x = 2128.500000, y = 624.000000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7358, x = 2135.200000, y = 624.000000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7359, x = 2144.700000, y = 575.700000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7360, x = 2151.400000, y = 575.700000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7361, x = 2144.700000, y = 582.600000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7362, x = 2151.400000, y = 582.600000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7363, x = 2144.700000, y = 589.500000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7364, x = 2151.400000, y = 589.500000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7365, x = 2144.700000, y = 596.400000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7366, x = 2151.400000, y = 596.400000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7367, x = 2144.700000, y = 603.300000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7368, x = 2151.400000, y = 603.300000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7369, x = 2144.700000, y = 610.200000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7370, x = 2151.400000, y = 610.200000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7371, x = 2191.600000, y = 610.200000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7372, x = 2144.700000, y = 617.100000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7373, x = 2151.400000, y = 617.100000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7374, x = 2184.900000, y = 617.100000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7375, x = 2191.600000, y = 617.100000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7376, x = 2144.700000, y = 624.000000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7377, x = 2151.400000, y = 624.000000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7378, x = 2158.100000, y = 624.000000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7379, x = 2164.800000, y = 624.000000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7380, x = 2171.500000, y = 624.000000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7381, x = 2178.200000, y = 624.000000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7382, x = 2184.900000, y = 624.000000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7383, x = 2191.600000, y = 624.000000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7384, x = 2201.100000, y = 575.700000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7385, x = 2248.000000, y = 575.700000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7386, x = 2201.100000, y = 582.600000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7387, x = 2248.000000, y = 582.600000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7388, x = 2201.100000, y = 589.500000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7389, x = 2248.000000, y = 589.500000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7390, x = 2201.100000, y = 596.400000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7391, x = 2248.000000, y = 596.400000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7392, x = 2201.100000, y = 603.300000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7393, x = 2248.000000, y = 603.300000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7394, x = 2201.100000, y = 610.200000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7395, x = 2248.000000, y = 610.200000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7396, x = 2201.100000, y = 617.100000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7397, x = 2248.000000, y = 617.100000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7398, x = 2207.800000, y = 624.000000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7399, x = 2214.500000, y = 624.000000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7400, x = 2221.200000, y = 624.000000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7401, x = 2227.900000, y = 624.000000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7402, x = 2234.600000, y = 624.000000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7403, x = 2241.300000, y = 624.000000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7404, x = 2257.500000, y = 575.700000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7405, x = 2264.200000, y = 575.700000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7406, x = 2270.900000, y = 575.700000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7407, x = 2277.600000, y = 575.700000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7408, x = 2284.300000, y = 575.700000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7409, x = 2291.000000, y = 575.700000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7410, x = 2297.700000, y = 575.700000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7411, x = 2264.200000, y = 582.600000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7412, x = 2304.400000, y = 582.600000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7413, x = 2264.200000, y = 589.500000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7414, x = 2304.400000, y = 589.500000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7415, x = 2264.200000, y = 596.400000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7416, x = 2304.400000, y = 596.400000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7417, x = 2264.200000, y = 603.300000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7418, x = 2270.900000, y = 603.300000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7419, x = 2277.600000, y = 603.300000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7420, x = 2284.300000, y = 603.300000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7421, x = 2291.000000, y = 603.300000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7422, x = 2297.700000, y = 603.300000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7423, x = 2264.200000, y = 610.200000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7424, x = 2304.400000, y = 610.200000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7425, x = 2264.200000, y = 617.100000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7426, x = 2304.400000, y = 617.100000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7427, x = 2257.500000, y = 624.000000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7428, x = 2264.200000, y = 624.000000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7429, x = 2270.900000, y = 624.000000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7430, x = 2277.600000, y = 624.000000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7431, x = 2284.300000, y = 624.000000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7432, x = 2291.000000, y = 624.000000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7433, x = 2297.700000, y = 624.000000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7434, x = 2313.900000, y = 575.700000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7435, x = 2320.600000, y = 575.700000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7436, x = 2313.900000, y = 582.600000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7437, x = 2313.900000, y = 589.500000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7438, x = 2313.900000, y = 596.400000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7439, x = 2320.600000, y = 596.400000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7440, x = 2313.900000, y = 603.300000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7441, x = 2320.600000, y = 603.300000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7442, x = 2313.900000, y = 610.200000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7443, x = 2313.900000, y = 617.100000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7444, x = 2313.900000, y = 624.000000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7445, x = 2320.600000, y = 624.000000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7446, x = 1749.900000, y = 631.800000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7447, x = 1756.600000, y = 631.800000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7448, x = 1763.300000, y = 631.800000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7449, x = 1770.000000, y = 631.800000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7450, x = 1776.700000, y = 631.800000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7451, x = 1783.400000, y = 631.800000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7452, x = 1790.100000, y = 631.800000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7453, x = 1796.800000, y = 631.800000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7454, x = 1749.900000, y = 638.700000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7455, x = 1770.000000, y = 638.700000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7456, x = 1776.700000, y = 638.700000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7457, x = 1796.800000, y = 638.700000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7458, x = 1770.000000, y = 645.600000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7459, x = 1776.700000, y = 645.600000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7460, x = 1770.000000, y = 652.500000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7461, x = 1776.700000, y = 652.500000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7462, x = 1770.000000, y = 659.400000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7463, x = 1776.700000, y = 659.400000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7464, x = 1770.000000, y = 666.300000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7465, x = 1776.700000, y = 666.300000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7466, x = 1770.000000, y = 673.200000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
